mean,var,temp
9.81054,0.001759,33.6547
9.794561,0.002675,33.64382
9.79589,0.000141,33.64618
9.799524,0.00032,33.64647
9.79726,0.00011,33.64236
9.791752,0.000133,33.65588
9.792813,0.000208,33.65177
9.798455,0.000367,33.64677
9.793247,0.000232,33.64647
9.79188,0.000174,33.65206
9.794651,6.2e-05,33.65441
9.801014,0.000375,33.64971
9.799263,0.000113,33.64735
9.790833,0.000403,33.65442
9.799183,0.000107,33.665
9.797414,0.00053,33.65765
9.796847,0.000155,33.65588
9.795267,0.000116,33.66412
9.796761,0.000356,33.67676
9.798315,4.1e-05,33.67794
9.794978,0.000116,33.68706
9.795496,0.000125,33.67559
9.792891,0.000224,33.6897
9.798923,0.000349,33.68353
9.796799,0.000199,33.6847
9.78602,0.000323,33.70264
9.801157,0.000248,33.70176
9.790756,0.000175,33.69441
9.786648,0.000189,33.69471
9.795074,0.000303,33.70382
9.793213,0.000307,33.70235
9.79643,0.000162,33.70059
9.795521,0.0002,33.70383
9.798952,0.00022,33.71323
9.779063,8.3e-05,33.71353
9.790972,0.000364,33.7103
9.795131,4.8e-05,33.70353
9.787607,0.000364,33.71676
9.796874,0.000158,33.71088
9.803105,0.00028,33.72147
9.789667,0.000246,33.72088
9.789133,0.000294,33.71647
9.791808,0.000315,33.71412
9.79129,8.3e-05,33.71764
9.79867,0.00014,33.72059
9.797603,0.000114,33.72823
9.786886,0.000213,33.72441
9.797419,0.000199,33.725
9.793515,0.000182,33.73058
9.799972,0.000254,33.72882
9.795228,0.000206,33.73089
9.800678,7e-05,33.73
9.798822,0.000154,33.72912
9.796648,0.000359,33.73618
9.803824,0.000204,33.73795
9.793202,0.000289,33.74265
9.795339,0.000332,33.75588
9.798401,9.7e-05,33.75853
9.80553,0.000434,33.75853
9.799654,0.00013,33.76265
9.79563,0.000244,33.76412
9.796496,0.000139,33.75294
9.798051,0.000315,33.75559
9.795091,0.000219,33.76647
9.789926,0.000169,33.755
9.799647,0.000217,33.75823
9.790121,0.000256,33.75882
9.80261,0.000153,33.74971
9.797681,9.9e-05,33.75676
9.792816,0.000124,33.76147
9.79468,0.000411,33.76647
9.791588,5e-05,33.77029
9.786136,0.004668,33.77529
9.780864,0.004502,33.77264
9.837362,0.017336,33.76206
9.855774,0.01287,33.76206
9.76861,0.010853,33.76618
9.801832,0.009412,33.76647
9.787268,0.009011,33.76912
9.818212,0.006898,33.77118
9.797197,0.006953,33.76617
9.798026,0.000281,33.77177
9.798329,0.000218,33.77382
9.792917,0.000169,33.7647
9.794092,0.000197,33.77147
9.798847,0.000156,33.77294
9.800514,0.000125,33.76912
9.793139,0.000208,33.76853
9.785776,0.000235,33.77383
9.796909,0.000225,33.76912
9.797515,0.000169,33.76706
9.791254,0.000145,33.77765
9.799483,0.000164,33.76941
9.79803,0.000415,33.77382
9.825541,0.003293,33.78323
9.814986,0.00784,33.77999
9.852015,0.004697,33.78529
9.847256,0.012339,33.77264
9.854686,0.014575,33.77235
9.833605,0.023938,33.77912
9.782134,0.010661,33.76971
9.742762,0.01747,33.7853
9.875934,0.044425,33.78353
9.84056,0.020962,33.78147
9.24895,1.676367,33.78617
9.075264,2.669304,33.78382
9.687743,1.036166,33.7847
9.797056,0.017183,33.78941
9.810774,0.02331,33.78118
9.791905,0.016364,33.78088
9.796242,0.018779,33.78265
9.671008,0.00656,33.77941
